,address,area,city,guest_recommendation,hotel_description,hotel_facilities,latitude,locality,longitude,property_id,property_name,property_type,province,room_count,room_type,site_review_count,site_review_rating,state,uniq_id
664,"Bungalow No 5 Mala's Society,Met Gutad Pachgani, Mahabaleshwar Road",Panchgani Road,Mahabaleshwar,100,The standard check-in time is 11:30 AM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Parking Facilities Available|24 Hour Front Desk|Power Backup|Gardens|Suitable For Children|Kitchen available (home cook food on request)|Veranda|Campfire / Bon Fire|Internet Access Free| Cook Services|Outdoor Parking - Secured|Parking Facility,28.6139391,Panchgani Road,77.2090212,HTLGBO1000031118,Shubh Villa,Bungalow,Mahabaleshwar,3,3 Bed Room Villa (Rates for 10 Pax),1,5.0,Maharashtra,99eb65bc9b4aa38e6b8e63287860df17
1420,Village Naddi Po Dal Lake,Village Naddi,Mcleodganj,96,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Doctor on Call|Parking Facilities Available|Multi Cuisine Restaurant |Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Power Backup|Open Air Restaurant / Dining |Newspapers In Lobby|Children's Park|Family Room|Outdoor Parking - Secured|Parking Facility,32.2523124,Village Naddi,76.3034345,HTLGBO1000001798,Udechee Huts,Hotel,Mcleodganj,14,Standard  Room,30,4.6,Himachal Pradesh,5b91dce31e5e1c17df99e5281b29909e
1349,"E-2, East of Kailash Main Road",Greater Kailash Area,Delhi,62,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Free! All children under 4 years stay free of charge when using existing beds.   Free! One child under 2 years stays free of charge in a child's cot/crib.   One older child or adult is charged INR 544 per person per night in an extra bed.,Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Audio - Visual Equipment|Wake-up Call / Service|Conference Facility |Car Rental|Board Room|Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Air / Rail Booking|RO Water Purification System|Internet Access,28.5637589,Greater Kailash Area,77.2343103,HTLGBO1000008490,The Solace,Hotel,Delhi,27,Deluxe Room,8,4.2,Delhi,40a3fc8ec9605090c0f7cee5ebacce5f
495,"Divine Bliss Beach Resort ,Thiruvambadi Road,North cliff,Varkala",Thiruvambadi Road,Varkala,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Payment is required to obtain a confirmed reservation. Please note the cancellation policy before your reservation. All rates are subject to a 12.5% luxury tax on room tariff. Normal occupancy is two people per room. Extra bed is chargable,"Airport Transfer Available / Surcharge|Barbecue Area|Currency Exchange|Doctor on Call|Dry Cleaning|Gift Shop |Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Express Check-In / Check-Out|Gardens|Multi Lingual Staff|Wake-up Call / Service|Separate Sitting Area|Grocery|Access Via Exterior Corridors|Multi - Line Phone|Fire Place Available |Picnic Area|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Nature Walk|Veranda|Open Air Restaurant / Dining | Bike on Rent|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Express Laundry|Kids Play Zone|Taxi Services| Drivers Rest Room|Newspapers In Lobby|Family Room|Room Service (24 Hours)| Cook Services|STD / ISD|Baggage Room|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access",8.742624304,Thiruvambadi Road,76.69935119,HTLGBO1000034682,Divine Bliss Beach Resort,Resort,Varkala,9,Deluxe AC cottage,1,5.0,Kerala,4d5116cf3f2f35d50d70cef813ed2dfd
474,"Kompally village,medchal Road, Kompally,",Kompally,Secunderabad,50,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Front Desk|Room Service (24 Hours)|Parking Facility,15.9128998,Kompally,79.7399875,HTLGBO1000032848,Dhola-Ri-Dhani,Resort,Secunderabad,93,Deluxe Room,6,2.5,Andhra Pradesh,904addf51ba96fd1fc396360426835fd
520,Near Biladwara,Kashi katte,Kukke,100,"The standard check-in time is 08:00 PM and the standard check-out time is 08:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly ALL GUESTS ARE REQUIRED TO PRESENT PROPER PHOTO IDENTIFICATION UPON CHECK IN. The identity proof would include a valid Driving license/voter identity card/PAN card, etc. Valid Passport mandatory for all Foreign guests. Hotel is not allow unmarried / unrelated couples to check-in. This is at full discretion of the hotel management. No refund would be applicable in case the hotel denies check-in under such circumstances.",Doctor on Call|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Welcome Drinks|Power Backup|Gardens|Multi Lingual Staff|Wake-up Call / Service|Smoking Rooms|Outdoor Parking - Secured,12.6706116,Kashi katte,75.6106266,HTLGBO1000048520,Shri Krishna Residency,Guest House,Kukke,23,NON AC DELUXE,1,4.0,Karnataka,fa9d39772c2756f3f956ce49846ae213
2244,"Villa mira, opposite Mello Rosa Resort, Mainath Bhat, Arpora Goa",Baga Area,Goa,0,"The standard check-in time is 02:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Original ID prof is must, Swimming pool timings needs to be followed, Kitchen needs to be maintained and cleaned by the respective guests.",Swimming Pool|Airport Transfer Available / Surcharge|Laundry Service Available|Parking Facilities Available|Local Tour / Travel Desk|Power Backup|Suitable For Children|Smoking Rooms|Massage Services |Smoking Area | Bike on Rent|Extra Person / Child - Share the same room|Car Rental|Taxi Services|Family Room|Guide / Sightseeing Service|Parking Facility,15.56984446,Baga Area,73.76652728,HTLGBO1000048030,Villa Mira,Villa,Goa,1,3 BHK,1,1.6,Goa,977cfb02a01ff40a587f4b6e8d74d4d1
1333,"Puthenparambil house,Thekkady(P.O)",Kumily,Thekkady,100,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Check-in time is 14:00pm if you want check earlier we will help you to get rest on our site. Nothing to worry it's all up to the customer. It is your home. It is mandatory for guests to present valid photo identification at the time of check-in. According to government regulations, a valid Photo ID has to be carried by every person above the age of 18 staying at the hotel. The identification proofs accepted are Driving License, Voter ID Card, and Passport. Without valid ID the guest will not be allowed to check-in. Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.","Airport Transfer Available / Surcharge|Doctor on Call|Non Smoking Rooms|Parking Facilities Available|Non Smoking Hotel|Local Tour / Travel Desk|Medical Assistance Available|Suitable For Children|Access Via Exterior Corridors|Kitchen available (home cook food on request)|Massage Services |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Veranda|Open Air Restaurant / Dining |Vegetarian Food / Jain Food Available|Village Visit ( Chargeable )|Car Rental|Food Facility|Family Room| Cook Services|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Ayurvedic Facilities |Trekking",9.6110288,Kumily,77.1661768,HTLGBO1000055880,Thekkady homestay,Homestay,Thekkady,11,Standard Room with Accommodation Only,3,4.7,Kerala,e894b0fc22ac2fe5cfbd3ce073b08d79
2119,"Kanyal Road Village Simsa Manali - 175131, Himachal Pradesh, India",KANYAL ROAD,Manali,66,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly we respects the privacy of all its customer and business partners. Arrival and Departure policy as below :-  Check in1200 and Check out -1100 Hours  Early in Check and Late Check out Subjected to availability.,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Gardens|Outdoor Parking - Secured|Parking Facility|Room Service|Public Restrooms,32.222579,KANYAL ROAD,77.1845794,HTLGBO1000041708,Village Heart Cottage,Hotel,Manali,16,Deluxe room,6,3.3,Himachal Pradesh,4695f8c5f27c5d17415489c908a36b52
1830,"Kanyal road, Gadherni, Manali",Village Simsa,Manali,71,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Doctor on Call|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Local Tour / Travel Desk,32.21926657,Village Simsa,77.18463754,HTLGBO1000001220,Hotel Royal Orchard - Manali,Resort,Manali,13,Deluxe Room,7,4.1,Himachal Pradesh,acb00fcfaa4e5cdd3d06cfff45e7bf33
524,"No.32, 1st Main Road",Gandhi Nagar/ Majestic / City Railway Station,Bangalore,76,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel.,Banquet Facilities|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|Air-Conditioning - Central|Conference Facility |Room Service (24 Hours)|STD / ISD,12.9754133,Gandhi Nagar/ Majestic / City Railway Station,77.5790533,HTLGBO1000004172,Shree Adiga Residency,Hotel,Bangalore,20,Deluxe Room,17,4.2,Karnataka,858ded5d9b759d13a0e70f077950602f
1106,"Sakinaka Junction, Mumbai - 400072",Mumbai Airport,Mumbai,100,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly We do not allow unmarried / unrelated couples to checkin. This is at full discretion of the hotel management. No refund would be applicable in case the checkin is denied under such circumstances,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Ballroom|Banquet Facilities|Bar / Lounge |Barbecue Area|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Spa On Site - Chargeable|Local Tour / Travel Desk|Valet service|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Gardens|Audio - Visual Equipment|Wedding Services Facility|Translation Services|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Porter / Bellhop|Suitable For Children|Separate Sitting Area|Conference Facility |Smoking Rooms|Access Via Exterior Corridors|ATM / Banking|Disabled Friendly Rooms|Fax Machine|Electronic / Magnetic Keys|Limousine Service Available|Multi - Line Phone|Fire Place Available |Free Local Calls|Wheelchair Accessibility - Room|Smoking Area |In House Events |Extra Person / Child - Share the same room|Car Rental|Express Laundry|Taxi Services|Board Room|Newspapers In Lobby|Electronic Check-Out|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Voicemail|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Adjoining Rooms|RO Water Purification System|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Fire Safety|CCTV|Fire Exit Signs|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Metal Detectors|Paid Transfers|Pest Control Facility|Porter Services Available|Public Restrooms|Security at All Hotel Entrances|Smoke Detector|Speciality Restaurant |Stamps and Mailing Facility|Suites,19.1024144,Mumbai Airport,72.888717,HTLGBO1000083160,Hotel Peninsula Grand,Hotel,Mumbai,12,Superior Room,1,4.0,Maharashtra,6d374bbd2720e78ccb66b961df5783ed
0,"15th Mile, N.H.21,Manali, District Kullu,Himachal Pradesh",Others,Manali,85,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Gardens|Dance Performances (on demand)|Catering|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Kitchen available (home cook food on request)|Open Air Restaurant / Dining |Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility|Internet Access Free|Children's Park|Postal / Parcel Services| Cook Services|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|RO Water Purification System|Parking Facility|Internet Access|Restaurant|Room Service|Fire Exit Signs|Full Time Operation for All 7 Days|Porter Services Available|Security at All Hotel Entrances|Suites,32.1393865,Others,77.1546599,HTLGBO1000016238,Baragarh Regency,Resort,Manali,17,Deluxe Room,87,4.0,Himachal Pradesh,2c8db027d43a9452a43e88eb30d9f983
745,"No 3,Ramaiyengar Road,Bangalore",Jayanagar,Bangalore,60,The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Doctor on Call|Laundry Service Available|Lobby|Front Desk|Locker Facility|24 Hour Front Desk|Power Backup|Internet Access Free|Parking Facility|Room Service,12.9918339,Jayanagar,77.578508,HTLGBO1000030758,Star Service Apartment,Homestay,Bangalore,5,Standard  Rooms,5,4.6,Karnataka,16ba3d0aa20ae11aa5f092b458fdee7c
1257,"Beside TMC,Near APSRTC Bus Terminal (Next to SrinivasamTTD Complex), Tirumala Bye Pass Road,Tirupati",Main Town,Tirupati,80,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Terms and Conditions: It is mandatory for guests to present valid GOVT photo identification at the time of check-in.  Unmarried Couples not allowed and pets not allowed  Standard Check-in time is 12:00 PM and Checkout time is 11:00 AM,Airport Transfer Available / Surcharge|Banquet Facilities|Concierge|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Wake-up Call / Service|Kitchen available (home cook food on request)|Multi - Line Phone|Smoking Area |Village Visit ( Chargeable )|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Outdoor Parking - Non Secured|Parking Facility|Internet Access|Room Service,13.6315387,Main Town,79.4273341,HTLGBO1000005452,V K Residency,Hotel,Tirupati,44,Double Bed AC Room,484,3.9,Andhra Pradesh,84d760bae7e5438c6809074c6ee7d141
1275,"Village : Boharakot, PO : Amgarhi, Dist, Nainital  contact 0919411107945",Ramnagar,Corbett,66,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly **Note :There will be Compulsory X Mas / New Year Gala Dinner Supplement Charges Extra at Rs. 3500/- Per Adult, at Rs. 2500/- per Kid which will be directly payable to the hotel at the time of check in by guest.",Swimming Pool|Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Barbecue Area|Billiards|Business Center |Doctor on Call|Dry Cleaning|Games Zone|Golf Course|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Spa On Site - Chargeable|Table Tennis|Tennis Court|Local Tour / Travel Desk|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Wake-up Call / Service|Suitable For Children|Conference Facility |Picnic Area|Pool Table|Safari|Nature Walk|In House Events |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Badminttion Court|Campfire / Bon Fire| Drivers Rest Room|Children's Park|Family Room|Room Service (24 Hours)|Spa Services Nearby|Party hall|Guide / Sightseeing Service|Adjoining Rooms|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Trekking|Fire Safety|Recreation Zone|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Paid Transfers|Porter Services Available|Suites,29.48067011,Ramnagar,79.23281756,HTLGBO1000005131,The Rangers Reserve (The Registry Collection from Whyndham America),Resort,Corbett,31,Luxury Studio (With Private Balcony and Sitting Area),3,3.7,Uttarakhand,9a9c379868b9f1476887df6101ec73a0
558,"601 Rio Grand, Forteliza Society, Kalyani nagar- pune",Koregaon Park,Pune,80,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly we need Valid ID proof at the time of check in Foreign Guests are requested to carry a hard copy of passport and Indian Visa Unmarried couples will not be entertained, Also goibibo booking voucher is to be submitted at the time of check in",Doctor on Call|Laundry Service Available|Lobby|Front Desk,18.54545029,Koregaon Park,73.90634163,HTLGBO1000009282,"Shree Balaji Service Apartments,Kalyani nagar",Service Apartment,Pune,9,Deluxe Ac room,5,4.1,Maharashtra,6103e22ee9ee3904e36b7bc578137fe1
229,"Rishikesh Badrinath road,Shivpuri",Rishikesh Badrinath Road,Rishikesh,75,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Laundry Service Available|Parking Facilities Available|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,30.13760393,Rishikesh Badrinath Road,78.38728218,HTLGBO1000019444,Camp Rafting masti,Tent,Rishikesh,30,Deluxe Camp,12,3.4,Uttarakhand,f80649c556bf68e79863537b015b01b0
2112,"8 Amalatas Marg, Near Qutab Plaza, Phase 1",Golf Course Road,Gurgaon,83,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly 1. All guests requested to carry Valid ID proof for Check In 2. Cancellation and prepayment policies vary according to room type.,Currency Exchange|Doctor on Call|Dry Cleaning|Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Locker Facility|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,28.46973983,Golf Course Road,77.10295769,HTLGBO1000033516,Willow Tree Premier,Guest House,Gurgaon,12,Deluxe Room,90,4.4,Haryana,3a6879e82ce344ce46c0a75996b72d07
2054,"B H Road, Agrahara Circle. Sagar-577401 Shimoga Dist. Karnataka.",B H Road,Sagar,50,"The standard check-in time is 02:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly .ALL GUESTS ARE REQUIRED TO PRESENT PROPER PHOTO IDENTIFICATION UPON CHECK IN. 2.The identity proof would include a valid Driving license/voter identity card/PAN card, etc. Valid Passport mandatory for all Foreign guests. 3.Booking rates will not be valid for Christmas and New year dates High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion. No refund would be applicable in case the hotel denies check-in under such circumstances.",Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Audio - Visual Equipment|Conference Facility |Board Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Public Restrooms|Stamps and Mailing Facility,14.16720275,B H Road,75.03863946,HTLGBO1000097694,Tip Top Residency,Hotel,Sagar,44,Deluxe Double,2,3.6,Karnataka,deef6a3b82ee54c96b0cbfe1067768db
311,"N.J.P Railway Station Main Road , South Deshbandhupara, Siliguri, West Bengal 734004, India",Others,Siliguri,60,The standard check-in time is 12:00 PM and the standard check-out time is 11:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Business Center |Parking Facilities Available|Secretarial Services|24 Hour Front Desk|Doorman|Medical Assistance Available|Welcome Drinks|Power Backup|Conference Facility |Floor Butler|Cell Phone Rental|Open Air Restaurant / Dining |Transfers Available|Veg / Non Veg Kitchens Separate |Shopping Drop Facility (on fixed timings)|Car Rental|Board Room|City Shuttle Service|Food Facility|Newspapers In Lobby|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Outdoor Parking - Secured|Parking Facility,26.6933184,Others,88.4361123,HTLGBO1000013108,Classic Lodge,Lodge,Siliguri,22,Double Ac Room,25,3.2,West Bengal,6ae2e4d50ff0eeddbd722a6aca97cb0d
494,"Chinnakanal, Munnar",Chinnakanal,Munnar,83,"The standard check-in time is 12:00 PM and the standard check-out time is 10:00 AM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel may charge compulsory gala dinner supplement on Christmas / New Year's eve or other festive periods. Any such supplements need to be paid directly at the hotel. Peak Period : No Refund for cancellation of Peak Period bookings, irrespective of when the booking is cancelled. NO Special Offer applicable on Extra Adult Rate and Child Rate",Health Club / Gym Facility Available|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Gardens|Discotheque |Parking Facility|Room Service,10.04105852,Chinnakanal,77.17470958,HTLGBO1000004698,Fort Munnar,Resort,Munnar,41,Executive Room,98,4.4,Kerala,296455972d046443da2bd754bed73449
572,"No.71, Nellukara Street, Kanchipuram",Gandhi Road,Kanchipuram,75,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Booking rates will not be valid for Christmas and New year dates, High season and long weekend dates extra supplement will be charged over and above the paid rates as per actual and hotel discretion.",Doctor on Call|Dry Cleaning|Lift / Elevator|Lobby|24 Hour Front Desk|Room Service (24 Hours),11.1271225,Gandhi Road,78.6568942,HTLGBO1000062720,SREESAKTHI RESIDENCY,Hotel,Kanchipuram,28,SINGLE BED,8,3.7,Tamil Nadu,38881ffc8dd7e1a8206eb325c6c20079
1348,Taj Nagri Phase-1 shilpgram Road,Fatehabad Road,Agra,80,"The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Early check-in or late check-out is subject to availability and may be chargeable by the hotel directly. Check-in time is 12:00 PM, Check-out time is 12:00 PM.   Please note that we have setup specific policy for new year eve(i.e. 31st Dec) which is as follows: 1. Galla dinner with unlimited drinks@ 3000/- per pax 2. Galla Dinner for children from 05 years upto 11 years @ 1500/- per child.",Swimming Pool|Banquet Facilities|Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Audio - Visual Equipment|Computer Rental|Wake-up Call / Service|Porter / Bellhop|Conference Facility |Disabled Friendly Rooms|Electronic / Magnetic Keys|Multi - Line Phone|Wheelchair Accessibility - Room|Massage Services |Car Rental|Board Room| Drivers Rest Room|Newspapers In Lobby|Electronic Check-Out|Whirlpool Bath / Shower Cubicle|Room Service (24 Hours)|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Guide / Sightseeing Service|RO Water Purification System,27.1588579,Fatehabad Road,78.0583711,HTLGBO1000007421,The Retreat,Hotel,Agra,64,Standard Room,185,4.2,Uttar Pradesh,4ecf10ddfb258204359bde2dc29deaaa
2034,"New No:1/285 B, Old No:280,Vivekananda Street, ECR,Kottivakkam.",East Coast Road,Chennai,83,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly,Parking Facilities Available|Multi Cuisine Restaurant |24 Hour Front Desk|Room Service (24 Hours)|Parking Facility,12.9756725,East Coast Road,80.2589316,HTLGBO1000006001,Hotel Sea Shore Inn,Hotel,Chennai,20,Executive,43,3.9,Tamil Nadu,3f05fb4dc27cd8d41ef5f0285d71609d
200,"349, Fashion Street, Raja Park",Ajmer Road,Jaipur,80,The standard check-in time is 12:00 PM and the standard check-out time is 12:00 PM. Early check-in or late check-out is strictly subjected to availability and may be chargeable by the hotel. Any early check-in or late check-out request must be directed and reconfirmed with hotel directly Hotel Policies - Check in -1200PM Check out - 12:00 PM Alcohol Policy- Alcoholic beverage service is restricted to those 21 years or older (with valid identification).,Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Doctor on Call|Gift Shop |Internet Access - Surcharge|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Conference Facility |Room Service (24 Hours),26.8959092,Ajmer Road,75.8265853,HTLGBO1000005261,Blue Bird Hotel,Hotel,Jaipur,21,AC Deluxe Room,5,3.0,Rajasthan,e78589a4a4e2b2ae44ec4f63b50fc806
